#Parameters = {wakelength0=10000; L2=0.5; R=4; b=3; sigma_z=0.12; wakelength=100}
#"s / cm"	"Z [Real Part]"
#------------------------
-0.20636220732927	-0.00078983151280028
-0.20497321018216	-0.00080293734346008
-0.20358421303505	-0.00081613758699223
-0.20219521588794	-0.00082942961022651
-0.20080621874083	-0.00084281067169970
-0.19941722159372	-0.00085627793281642
-0.19802822444661	-0.00086982846419498
-0.19663922729950	-0.00088345924699601
-0.19525023015239	-0.00089716717741089
-0.19386123300528	-0.00091094906070262
-0.19247223585817	-0.00092480161106618
-0.19108323871106	-0.00093872144636416
-0.18969424156395	-0.00095270508243719
-0.18830524441684	-0.00096674893552881
-0.18691624726973	-0.00098084931684273
-0.18552725012262	-0.00099500244112874
-0.18413825297552	-0.0010092044336776
-0.18274925582841	-0.0010234513297775
-0.18136025868130	-0.0010377390791724
-0.17997126153419	-0.0010520635427950
-0.17858226438708	-0.0010664204982397
-0.17719326723997	-0.0010808056375575
-0.17580427009286	-0.0010952145627132
-0.17441527294575	-0.0011096427806654
-0.17302627579864	-0.0011240857091885
-0.17163727865153	-0.0011385386706129
-0.17024828150442	-0.0011529969035245
-0.16885928435731	-0.0011674555651548
-0.16747028721020	-0.0011819097190303
-0.16608129006309	-0.0011963543633178
-0.16469229291598	-0.0012107844262510
-0.16330329576887	-0.0012251947785782
-0.16191429862176	-0.0012395802274947
-0.16052530147465	-0.0012539355012117
-0.15913630432754	-0.0012682552710912
-0.15774730718043	-0.0012825341335311
-0.15635831003333	-0.0012967666128953
-0.15496931288622	-0.0013109471562459
-0.15358031573911	-0.0013250701360873
-0.15219131859200	-0.0013391298748923
-0.15080232144489	-0.0013531206523467
-0.14941332429778	-0.0013670366934168
-0.14802432715067	-0.0013808721889455
-0.14663533000356	-0.0013946212910455
-0.14524633285645	-0.0014082781169272
-0.14385733570934	-0.0014218367424924
-0.14246833856223	-0.0014352911896931
-0.14107934141512	-0.0014486354384940
-0.13969034426801	-0.0014618634383552
-0.13830134712090	-0.0014749690926301
-0.13691234997379	-0.0014879462787671
-0.13552335282668	-0.0015007888719282
-0.13413435567957	-0.0015134907386902
-0.13274535853246	-0.0015260457462513
-0.13135636138535	-0.0015384477616465
-0.12996736423824	-0.0015506906497835
-0.12857836709113	-0.0015627682738275
-0.12718936994403	-0.0015746744938038
-0.12580037279692	-0.0015864031426435
-0.12441137564981	-0.0015979480536032
-0.12302237850270	-0.0016093030662871
-0.12163338135559	-0.0016204620213621
-0.12024438420848	-0.0016314187839835
-0.11885538706137	-0.0016421672549925
-0.11746638991426	-0.0016527013747767
-0.11607739276715	-0.0016630151317653
-0.11468839562004	-0.0016731025709442
-0.11329939847293	-0.0016829577825985
-0.11191040132582	-0.0016925749253281
-0.11052140417871	-0.0017019481777237
-0.10913240703160	-0.0017110717612267
-0.10774340988449	-0.0017199399514998
-0.10635441273738	-0.0017285470624464
-0.10496541559027	-0.0017368874607141
